control	mutant	uniprot	symbol	logfc	pvalue	fdr	qvalue	score
fad	fx	Q9CZT8	Rab3b	0.08324218398693964	0.23027659387572155	0.5564349054104979	0.31006478696859086	0.6377502030136682
fad	fx	Q920I9	Wdr7	-0.057751598687254366	0.23137874349162216	0.5574700895776584	0.31064162741325546	-0.6356765417037495
fad	fx	Q9D024	Ccdc47	-0.06097834972007743	0.2315088475823585	0.5574700895776584	0.31064162741325546	-0.6354324068802747
fad	fx	Q99PJ0	Ntm	-0.09811110385832836	0.23220700745493195	0.5581821825649751	0.3110384302706378	-0.6341246784256581
fad	fx	Q921I1	Tf	0.1755694350917566	0.23288294811717108	0.5588384931462219	0.31140414924078297	0.6328623097037559
fad	fx	O70166	Stmn3	-0.08084646087472558	0.23349578948232058	0.5593413817132619	0.3116843761548246	-0.6317209464515359
fad	fx	Q9D1Q6	Erp44	-0.14150383605647804	0.2350182278848232	0.5607392718076576	0.31246332889504586	-0.6288984527801923
fad	fx	Q3UHB8	Ccdc177	0.10630451206634992	0.2351832336400019	0.5607392718076576	0.31246332889504586	0.628593642617903
fad	fx	Q8BIJ6	Iars2	-0.057309243745684676	0.2357054954321634	0.5607392718076576	0.31246332889504586	-0.6276302918581877
fad	fx	Q91WQ3	Yars	-0.058902294129443436	0.23630170674766485	0.5607392718076576	0.31246332889504586	-0.6265331415567297
fad	fx	O89112	Lancl1	0.061094487568294	0.23638835571564604	0.5607392718076576	0.31246332889504586	0.6263739202315246
fad	fx	Q9ESW4	Agk	-0.07801138665657309	0.23650502812363353	0.5607392718076576	0.31246332889504586	-0.6261596216782395
fad	fx	O70172	Pip4k2a	-0.11591847109284564	0.2374081249756446	0.5616660430995066	0.3129797579335221	-0.6245044219791277
fad	fx	Q99MK8	Adrbk1	-0.06771795083645936	0.23770581636583302	0.5616660430995066	0.3129797579335221	-0.623960191495709
fad	fx	Q3V3R1	Mthfd1l	-0.08160945815393247	0.23971651374960892	0.5649735006421254	0.31482278774417566	-0.6203020469705343
fad	fx	Q99K51	Pls3	0.05865934528573166	0.2399202536973409	0.5649735006421254	0.31482278774417566	0.6199330880150474
fad	fx	Q60625	Icam5	0.0594167451776483	0.24130667187127694	0.5672751760770528	0.3161053609552777	0.6174306701474844
fad	fx	Q9Z1L5	Cacna2d3	-0.06091948356176058	0.24180276621011954	0.5674795883814481	0.31621926656579885	-0.6165387351422487
fad	fx	Q60902	Eps15l1	0.08289882726975202	0.2423259867064253	0.5677468641246822	0.3163682018600839	0.6156000102205607
fad	fx	Q9WV18	Gabbr1	-0.0852111302442248	0.24316209196813543	0.5678133418831377	0.31640524556782623	-0.6141041289563356
fad	fx	Q8R3V5	Sh3glb2	0.05359680584808428	0.24377727976944036	0.5678133418831377	0.31640524556782623	0.6130067734123209
fad	fx	Q8R0P4	Aamdc	0.06200995028820799	0.24416551905434222	0.5678133418831377	0.31640524556782623	0.6123156669339432
fad	fx	P00493	Hprt1	0.0792124801356685	0.24487236533147202	0.5678133418831377	0.31640524556782623	0.6110602237002551
fad	fx	Q9DBP5	Cmpk1	0.06407127721462572	0.24543279022685244	0.5678133418831377	0.31640524556782623	0.6100674152713814
fad	fx	Q9EQQ9	Mgea5	-0.06691602304930716	0.24545373368579887	0.5678133418831377	0.31640524556782623	-0.6100303573029311
fad	fx	Q61768	Kif5b	-0.05874092457109243	0.2460694472172	0.5678133418831377	0.31640524556782623	-0.6089423063650476
fad	fx	Q8JZK9	Hmgcs1	-0.10609082038248785	0.24614858081827817	0.5678133418831377	0.31640524556782623	-0.6088026638301546
fad	fx	Q9DBZ5	Eif3k	0.09331057385574613	0.24620099205549786	0.5678133418831377	0.31640524556782623	0.60871020143167065
fad	fx	P62983	Rps27a	-0.08207747567316862	0.24644818443666106	0.5678133418831377	0.31640524556782623	-0.6082743769089081
fad	fx	Q61425	Hadh	0.0718052698414605	0.24878941430099846	0.5716375073600348	0.3185362029222215	0.6041681023110709
fad	fx	Q9Z2I9	Sucla2	-0.052228722095953944	0.24893226708396615	0.5716375073600348	0.3185362029222215	-0.6039188056483323
fad	fx	Q07076	Anxa7	0.08337442432700853	0.24982558537119065	0.5721991768811805	0.31884918461824274	0.6023630863120791
fad	fx	Q8C3Q5	Shisa7	-0.10235413570935492	0.2503322314762756	0.5721991768811805	0.31884918461824274	-0.6014832292926972
fad	fx	P08249	Mdh2	0.05885824547523626	0.2505327300454714	0.5721991768811805	0.31884918461824274	0.6011355290797783
fad	fx	Q9QXS6	Dbn1	0.11413599671279778	0.2508270364410654	0.5721991768811805	0.31884918461824274	0.6006256530712893
fad	fx	Q9CPY7	Lap3	0.088611990837979	0.2515659199300482	0.5729424153415055	0.3192633428111	0.5993481938659648
fad	fx	Q9Z0J4	Nos1	-0.08070936714780058	0.25210095497501356	0.5732197123776128	0.31941786231660124	-0.5984255091843506
fad	fx	P56565	S100a1	0.21927517453635884	0.2532213059033882	0.5748247975253674	0.32031227131137446	0.5964997558150703
fad	fx	Q9DAS9	Gng12	-0.06822371892953233	0.2538428944206059	0.5752942721591183	0.32057387882536353	-0.5954349888759279
fad	fx	P62812	Gabra1	-0.08098863378564289	0.26097096120034485	0.5896318238863344	0.3285632588565655	-0.5834078148535717
fad	fx	P07724	Alb	0.2972705663998101	0.2610194231191127	0.5896318238863344	0.3285632588565655	0.5833271745023468
fad	fx	Q64520	Guk1	0.06556499731690783	0.2620313829728269	0.5901054115545522	0.3288271582957076	0.581646690986721
fad	fx	P56399	Usp5	0.053114717597198935	0.26226155697625275	0.5901054115545522	0.3288271582957076	0.5812653648296404
fad	fx	Q9CR62	Slc25a11	-0.054175945206723614	0.26250543542116705	0.5901054115545522	0.3288271582957076	-0.5808616996904793
fad	fx	Q8CHG7	Rapgef2	0.04645686971302685	0.2635455677361528	0.5914849554207829	0.32959588788265026	0.5791442832772062
fad	fx	P51174	Acadl	0.10510373185611971	0.26411542827048323	0.5918062988871733	0.32977495158350945	0.5782062287929606
fad	fx	Q8VIJ6	Sfpq	0.05499190981824334	0.2665605226323165	0.5958938637631138	0.3320526841990501	0.5742041687722987
fad	fx	P15105	Glul	0.06694465433656266	0.2667989108845664	0.5958938637631138	0.3320526841990501	0.5738159476107675
fad	fx	Q06890	Clu	-0.22692283421887294	0.26776389151994257	0.596691470193716	0.3324971381065687	-0.5722479888286629
fad	fx	Q60932	Vdac1	-0.06970080689029104	0.2680164282124622	0.596691470193716	0.3324971381065687	-0.571838584839296
fad	fx	Q8VE62	Paip1	0.06622216131688445	0.2685106418045658	0.5968337502931614	0.3325764215021564	0.5710384973558058
fad	fx	P62761	Vsnl1	-0.055361659269803805	0.27063725013021456	0.6005981854889721	0.3346740950767231	-0.5676124279430325
fad	fx	Q62318	Trim28	0.05708383685452779	0.2716314484889981	0.6009267754055568	0.3348571967504233	0.5660199504645309
fad	fx	A2CG49	Kalrn	-0.06746214729712802	0.2717111513007814	0.6009267754055568	0.3348571967504233	-0.5658925373310445
fad	fx	P08113	Hsp90b1	0.07397266636595141	0.2720850864849962	0.6009267754055568	0.3348571967504233	0.5652952620966601
fad	fx	Q93092	Taldo1	0.06644126843033644	0.27295355134111354	0.6018864478698323	0.33539195946085326	0.563911250807313
fad	fx	Q9Z275	Rlbp1	0.06503663739190667	0.2751273110048172	0.6052443404602262	0.3372630934256354	0.5604662964515915
fad	fx	Q61035	Hars	0.055576325515188076	0.2755266980451315	0.6052443404602262	0.3372630934256354	0.5598363124132789
fad	fx	Q80Z38	Shank2	-0.07844179909219488	0.27578545289896395	0.6052443404602262	0.3372630934256354	-0.5594286456740489
fad	fx	Q3USB7	Plcl1	0.11781363221961855	0.2776885101707516	0.6077343487433607	0.3386506122177761	0.5564420895427685
fad	fx	O55029	Copb2	0.05879499834415897	0.27779637858925066	0.6077343487433607	0.3386506122177761	0.5562734201137254
fad	fx	Q9JMA1	Usp14	0.0625542352914864	0.27830540700230866	0.6078250705580919	0.33870116555273866	0.5554783559783715
fad	fx	Q99KX1	Mlf2	-0.10882988104614595	0.2789966019591027	0.6078250705580919	0.33870116555273866	-0.55440108618661
fad	fx	P62717	Rpl18a	-0.06291521701279379	0.27915253781218785	0.6078250705580919	0.33870116555273866	-0.5541584195677365
fad	fx	Q5SWU9	Acaca	-0.07411002389119721	0.27991333779073757	0.6085263315293935	0.3390919324359117	-0.5529764070325524
fad	fx	P61922	Abat	0.06006096285973734	0.2814517949384114	0.6105441428441873	0.34021632673501273	0.5505959773133838
fad	fx	Q9ERS2	Ndufa13	-0.05519684349614096	0.28172188278318666	0.6105441428441873	0.34021632673501273	-0.5501794178247289
fad	fx	Q62446	Fkbp3	0.06780070951477885	0.28358545458864903	0.6130222411941534	0.3415972089002008	0.5473160483616323
fad	fx	Q64514	Tpp2	0.05433411919814528	0.28411721723896854	0.6130222411941534	0.3415972089002008	0.5465024476381596
fad	fx	P08226	Apoe	-0.22444061317060665	0.28419127691985624	0.6130222411941534	0.3415972089002008	-0.5463892566116179
fad	fx	P28740	Kif2a	-0.04560823358052929	0.2851209871580853	0.6140726850749447	0.3421825525854243	-0.5449708140076726
fad	fx	Q01405	Sec23a	0.059989798627646806	0.28612561171206946	0.6152809665808378	0.34285584885796216	0.5434432658319754
fad	fx	Q80TZ3	Dnajc6	-0.053480204593746805	0.2883975268481511	0.6182713130080855	0.344522173380222	-0.5400084682272488
fad	fx	Q3THE2	Myl12b	0.08515025880050256	0.2884897273748271	0.6182713130080855	0.344522173380222	0.5398696467157255
fad	fx	Q8JZS0	Lin7a	-0.057913348105283015	0.28927279951795226	0.6182713130080855	0.344522173380222	-0.5386924013835879
fad	fx	O70435	Psma3	0.05951278387369125	0.2898962305890696	0.6182713130080855	0.344522173380222	0.5377574315750127
fad	fx	O88342	Wdr1	0.053883328048541256	0.29014864314956845	0.6182713130080855	0.344522173380222	0.5373794560283945
fad	fx	P62192	Psmc1	-0.054781251538097056	0.2901907893066068	0.6182713130080855	0.344522173380222	-0.5373163762428632
fad	fx	P50396	Gdi1	0.052274296159560085	0.2912366632054493	0.6184006196908315	0.34459422753902724	0.5357539534471205
fad	fx	Q9DB77	Uqcrc2	-0.04340982668136183	0.29163722590400576	0.6184006196908315	0.34459422753902724	-0.5351570414897469
fad	fx	P61089	Ube2n	0.04368020765921539	0.2920869714189778	0.6184006196908315	0.34459422753902724	0.5344878143617341
fad	fx	Q61553	Fscn1	0.052191274282760866	0.2924442918740599	0.6184006196908315	0.34459422753902724	0.5339568510720425
fad	fx	P56480	Atp5b	0.04450473063663425	0.2932255554200772	0.6184006196908315	0.34459422753902724	0.5327981824133371
fad	fx	P80314	Cct2	0.05355481992285806	0.2934390701612747	0.6184006196908315	0.34459422753902724	0.5324820621839663
fad	fx	Q8R0Y6	Aldh1l1	-0.05914024131665753	0.2943318987263998	0.6184006196908315	0.34459422753902724	-0.5311626679373146
fad	fx	Q8R5H1	Usp15	-0.05196130784223754	0.29447336989134315	0.6184006196908315	0.34459422753902724	-0.5309539736516475
fad	fx	Q9ERD7	Tubb3	-0.06881756602131149	0.29594989317218623	0.6184006196908315	0.34459422753902724	-0.5287818124575894
fad	fx	Q9QYR9	Acot2	0.05461685809136787	0.296044807038767	0.6184006196908315	0.34459422753902724	0.5286425525322872
fad	fx	Q8VD04	Gripap1	0.057832430322936536	0.2964446955432542	0.6184006196908315	0.34459422753902724	0.5280563163323578
fad	fx	Q99L13	Hibadh	0.054017909631138214	0.2966603498960448	0.6184006196908315	0.34459422753902724	0.5277404953820458
fad	fx	P47962	Rpl5	-0.061958000949197775	0.29675358648957273	0.6184006196908315	0.34459422753902724	-0.5276040235672432
fad	fx	P34884	Mif	0.06525428105400291	0.2968945341246973	0.6184006196908315	0.34459422753902724	0.5273977977604175
fad	fx	O54983	Crym	0.06394886725717962	0.29693930260569124	0.6184006196908315	0.34459422753902724	0.5273323157919169
fad	fx	O88844	Idh1	0.07070405869761864	0.2982115949461346	0.6189736524900883	0.34491354124688417	0.5254754744872281
