control	mutant	uniprot	symbol	logfc	pvalue	fdr	qvalue	score
wt	xbp	P33175	Kif5a	0.25684619662864594	0.018171822371688937	0.549577821130668	0.3446795960093105	1.7406015170352873
wt	xbp	Q9Z0E0	Ncdn	-0.24706014276217286	0.018257610281052074	0.549577821130668	0.3446795960093105	-1.7385560674189386
wt	xbp	P63318	Prkcg	-0.26078452474245145	0.01854652337690713	0.549577821130668	0.3446795960093105	-1.7317374887299344
wt	xbp	Q7TME0	Lppr4	-0.20032798999025025	0.01950795269746171	0.549577821130668	0.3446795960093105	-1.7097883061487646
wt	xbp	Q9WUP7	Uchl5	0.1680136175028824	0.020402006920969863	0.549577821130668	0.3446795960093105	1.6903271094450543
wt	xbp	P46460	Nsf	-0.16596922218173327	0.02092783552376498	0.549577821130668	0.3446795960093105	-1.6792756865535508
wt	xbp	Q03517	Scg2	0.35131208298220107	0.021440495897545413	0.549577821130668	0.3446795960093105	1.6687651740596339
wt	xbp	P48774	Gstm5	-0.3078274559303251	0.021632965315582377	0.549577821130668	0.3446795960093105	-1.6648839460289064
wt	xbp	Q5SXY1	Specc1	-0.18953262551863695	0.02197436038610473	0.549577821130668	0.3446795960093105	-1.6580837572019924
wt	xbp	P97441	Slc30a3	-0.16814032551210722	0.022078494988064294	0.549577821130668	0.3446795960093105	-1.6560305342334085
wt	xbp	P31650	Slc6a11	0.47896903472371927	0.022722009996192203	0.549577821130668	0.3446795960093105	1.643553253434437
wt	xbp	P49025	Cit	0.33679338648917073	0.022969864493723006	0.549577821130668	0.3446795960093105	1.638841566833792
wt	xbp	Q9CVB6	Arpc2	-0.2718000007423594	0.023563544902304286	0.549577821130668	0.3446795960093105	-1.6277593736599707
wt	xbp	Q9Z2H2	Rgs6	0.15287802828703617	0.024033771922288994	0.549577821130668	0.3446795960093105	1.6191780645484193
wt	xbp	Q9Z268	Rasal1	-0.2835737748271363	0.02457773891783597	0.549577821130668	0.3446795960093105	-1.6094580734705193
wt	xbp	P17879	Hspa1b	-0.13646890905547257	0.02490017205285123	0.549577821130668	0.3446795960093105	-1.6037976520470054
wt	xbp	Q810A7	Ddx42	0.22778350797151997	0.02496564076806202	0.549577821130668	0.3446795960093105	1.6026572828649384
wt	xbp	Q68FL6	Mars	0.2039554996983553	0.025303771697362778	0.549577821130668	0.3446795960093105	1.5968147394855852
wt	xbp	Q7TMB8	Cyfip1	-0.14490589012227517	0.025684124853722526	0.549577821130668	0.3446795960093105	-1.590335227590968
wt	xbp	Q61831	Mapk10	-0.30642845699906185	0.0259632273842719	0.549577821130668	0.3446795960093105	-1.5856413231173985
wt	xbp	P26040	Ezr	-0.17236573414884426	0.026206088390457443	0.549577821130668	0.3446795960093105	-1.5815977984817473
wt	xbp	Q8BNW9	Kbtbd11	-0.1435817897471363	0.026431115597478815	0.549577821130668	0.3446795960093105	-1.5778845058957527
wt	xbp	O70194	Eif3d	0.25257859945441186	0.026534417732835557	0.549577821130668	0.3446795960093105	1.5761904380210672
wt	xbp	Q3UHL1	Camkv	-0.1955524506063455	0.02684767315160064	0.549577821130668	0.3446795960093105	-1.5710933479983065
wt	xbp	P70704	Atp8a1	-0.1699622689549951	0.027451255654208185	0.549577821130668	0.3446795960093105	-1.5614377855956119
wt	xbp	Q3UHB1	Nt5dc3	-0.21913483994450592	0.027725908841893663	0.549577821130668	0.3446795960093105	-1.5571142089822234
wt	xbp	Q91YD9	Wasl	-0.19119062007087934	0.027789235937110707	0.549577821130668	0.3446795960093105	-1.5561233939516097
wt	xbp	Q9QZ06	Tollip	0.16511262781598826	0.028110290548444546	0.549577821130668	0.3446795960093105	1.5511346654941576
wt	xbp	Q9Z0P4	Palm	0.17250591660246284	0.028189157842691284	0.549577821130668	0.3446795960093105	1.549917898578038
wt	xbp	Q8BX94	Osbpl2	0.2621782996156541	0.02834196394422243	0.549577821130668	0.3446795960093105	1.547570058796174
wt	xbp	Q9WUR9	Ak4	-0.26012633136007113	0.02868915345453864	0.549577821130668	0.3446795960093105	-1.542282266513385
wt	xbp	Q01063	Pde4d	-0.22829115054939042	0.029013040153415843	0.549577821130668	0.3446795960093105	-1.5374067609362272
wt	xbp	P06837	Gap43	0.2201638813112856	0.02904237463298453	0.549577821130668	0.3446795960093105	1.5369678766827166
wt	xbp	P05784	Krt18	-0.6736237774227668	0.02906641247912475	0.549577821130668	0.3446795960093105	-1.5366085677021015
wt	xbp	P35436	Grin2a	-0.29837594220798397	0.029104934805732993	0.549577821130668	0.3446795960093105	-1.5360333691859078
wt	xbp	P11798	Camk2a	-0.26718836327201023	0.029143435113402033	0.549577821130668	0.3446795960093105	-1.5354592596054888
wt	xbp	Q62093	Srsf2	0.3558212773409049	0.029383897436075595	0.549577821130668	0.3446795960093105	1.5318906005565875
wt	xbp	Q8BW96	Camk1d	-0.26455318422664376	0.02945136026445395	0.549577821130668	0.3446795960093105	-1.5308946417358433
wt	xbp	Q9JKY5	Hip1r	0.24221454275144322	0.029549257983903583	0.549577821130668	0.3446795960093105	1.5294534202833079
wt	xbp	P54775	Psmc4	0.23044769257972203	0.029767358905348026	0.549577821130668	0.3446795960093105	1.5262596962137427
wt	xbp	Q9ESZ8	Gtf2i	0.2869022155943966	0.030363798502362854	0.549577821130668	0.3446795960093105	1.5176438992645398
wt	xbp	P11031	Sub1	0.2502685759833971	0.030552985667646294	0.549577821130668	0.3446795960093105	1.5149463436660708
wt	xbp	P70414	Slc8a1	-0.12386381410854856	0.031014438257421867	0.549577821130668	0.3446795960093105	-1.5084360804964765
wt	xbp	Q9JKK7	Tmod2	-0.13420169176838667	0.03118794038049133	0.549577821130668	0.3446795960093105	-1.5060133046568382
wt	xbp	Q9WU40	Lemd3	0.4653558360113136	0.03123458160041062	0.549577821130668	0.3446795960093105	1.5053643072255607
wt	xbp	Q64521	Gpd2	-0.1338021662738203	0.031697115491320156	0.549577821130668	0.3446795960093105	-1.4989802577570555
wt	xbp	P99024	Tubb5	0.20592408499238316	0.0320271712522642	0.549577821130668	0.3446795960093105	1.4944814179950545
wt	xbp	Q61290	Cacna1e	-0.20626116291756622	0.032257328595332584	0.549577821130668	0.3446795960093105	-1.4913716017438619
wt	xbp	Q8C3Q5	Shisa7	-0.26723138664510915	0.03272392167173106	0.549577821130668	0.3446795960093105	-1.4851346555406222
wt	xbp	P20060	Hexb	-0.17132129245773525	0.03292368710298977	0.549577821130668	0.3446795960093105	-1.4824915343705918
wt	xbp	Q9D880	Timm50	0.1585685822127401	0.03297630829542781	0.549577821130668	0.3446795960093105	1.4817979653278046
wt	xbp	O88343	Slc4a4	0.19607295344361395	0.03323840323122832	0.549577821130668	0.3446795960093105	1.4783598478398883
wt	xbp	Q80YA9	Cnksr2	-0.28657028370871496	0.03350236806163765	0.549577821130668	0.3446795960093105	-1.4749244944630204
wt	xbp	Q9QZX7	Srr	-0.18038438774906576	0.03364617637467806	0.549577821130668	0.3446795960093105	-1.4730642828138691
wt	xbp	Q8BTI8	Srrm2	0.3239841778811772	0.03415006813116793	0.549577821130668	0.3446795960093105	1.4666084255414307
wt	xbp	O88455	Dhcr7	0.44913876875207803	0.03453866880521807	0.549577821130668	0.3446795960093105	1.4616944050919296
wt	xbp	Q8BTX9	Hsdl1	0.1601003795910571	0.03468340191159651	0.549577821130668	0.3446795960093105	1.459878311456058
wt	xbp	Q9JM52	Mink1	-0.16315404624604424	0.035493526355102965	0.549577821130668	0.3446795960093105	-1.4498508504556686
wt	xbp	Q0VE82	Cpne7	-0.18698131149807434	0.035861061189806046	0.549577821130668	0.3446795960093105	-1.4453768630711588
wt	xbp	O35449	Prrt1	-0.241299517603904	0.036109865677436924	0.549577821130668	0.3446795960093105	-1.4423741270718287
wt	xbp	Q8VHK5	Mlc1	0.18694626636749107	0.03612223410030807	0.549577821130668	0.3446795960093105	1.4422253971339807
wt	xbp	Q60598	Cttn	-0.1699517494338363	0.036206884255966965	0.549577821130668	0.3446795960093105	-1.441208846314191
wt	xbp	O08688	Capn5	-0.19680519646246336	0.03628851387611817	0.549577821130668	0.3446795960093105	-1.4402308171016471
wt	xbp	Q641P0	Actr3b	-0.24645917578118548	0.03666600601558993	0.549577821130668	0.3446795960093105	-1.435736394644217
wt	xbp	P46061	Rangap1	0.15945321456124176	0.03671046910685393	0.549577821130668	0.3446795960093105	1.4352100658033848
wt	xbp	Q80VD1	Fam98b	0.3542919998694154	0.03683770416049543	0.549577821130668	0.3446795960093105	1.433707444205313
wt	xbp	Q03137	Epha4	-0.28014119737637133	0.036882198575047105	0.549577821130668	0.3446795960093105	-1.433183198232524
wt	xbp	Q9CZR8	Tsfm	-0.27182471793705637	0.037471872743551383	0.549577821130668	0.3446795960093105	-1.426294601492105
wt	xbp	Q9Z140	Cpne6	-0.20070733760506568	0.0377581606152748	0.549577821130668	0.3446795960093105	-1.4229891704675466
wt	xbp	Q2M3X8	Phactr1	-0.13419476782995798	0.03789919241848538	0.549577821130668	0.3446795960093105	-1.4213700441726198
wt	xbp	Q6NXK7	Dpp10	0.1718147890971261	0.0379793965141608	0.549577821130668	0.3446795960093105	1.4204519404060614
wt	xbp	P84084	Arf5	-0.1795657757614743	0.03826172275827665	0.549577821130668	0.3446795960093105	-1.4172354794846453
wt	xbp	Q9EQI8	Mrpl46	0.17697035224540605	0.03882671186196387	0.549577821130668	0.3446795960093105	1.4108693872203926
wt	xbp	Q8BR92	Palm2	-0.13606440771464567	0.03963673808933813	0.549577821130668	0.3446795960093105	-1.401902093038684
wt	xbp	Q8R191	Syngr3	-0.13540479423517984	0.03974919000959498	0.549577821130668	0.3446795960093105	-1.4006717167671943
wt	xbp	P53994	Rab2a	-0.13238637840931294	0.039990087091156236	0.549577821130668	0.3446795960093105	-1.3980476500508396
wt	xbp	P35279	Rab6a	-0.13258931733440568	0.04019951988428885	0.549577821130668	0.3446795960093105	-1.3957791338023255
wt	xbp	P61226	Rap2b	-0.1433878766765497	0.04078563673890409	0.549577821130668	0.3446795960093105	-1.3894927531671935
wt	xbp	Q91WC3	Acsl6	0.14532971846064155	0.04080752295198983	0.549577821130668	0.3446795960093105	1.3892597664355393
wt	xbp	Q9Z2I8	Suclg2	0.19724298887857458	0.04128684738272123	0.549577821130668	0.3446795960093105	1.384188278097938
wt	xbp	Q8QZY1	Eif3l	0.17867301978554961	0.04153732612270028	0.549577821130668	0.3446795960093105	1.3815614636875895
wt	xbp	P47754	Capza2	-0.17046655983711095	0.04179658211654689	0.549577821130668	0.3446795960093105	-1.378859230871217
wt	xbp	P14206	Rpsa	0.16088625876051263	0.042015058566511616	0.549577821130668	0.3446795960093105	1.376595026739456
wt	xbp	Q9ER72	Cars	0.11511455002954418	0.042239724365935497	0.549577821130668	0.3446795960093105	1.374278924440717
wt	xbp	P29391	Ftl1	0.36916886314889263	0.04225325320241847	0.549577821130668	0.3446795960093105	1.3741398478156428
wt	xbp	Q8BG39	Sv2b	-0.137097624394395	0.04242697306293845	0.549577821130668	0.3446795960093105	-1.3723579517110174
wt	xbp	P60710	Actb	-0.11499060787159557	0.04297130154789281	0.549577821130668	0.3446795960093105	-1.3668214918709665
wt	xbp	Q8CGF7	Tcerg1	0.17582698319152903	0.04324905200129836	0.549577821130668	0.3446795960093105	1.364023407623842
wt	xbp	Q9JIX8	Acin1	0.4079042446638824	0.04356799643178804	0.549577821130668	0.3446795960093105	1.360832411572758
wt	xbp	Q91VR5	Ddx1	0.15373304245289449	0.04368029731891238	0.549577821130668	0.3446795960093105	1.3597144141786957
wt	xbp	E9Q401	Ryr2	-0.19648392957074182	0.04442444702653112	0.549577821130668	0.3446795960093105	-1.3523779693711881
wt	xbp	P07724	Alb	0.3089462110622332	0.045072189102925604	0.549577821130668	0.3446795960093105	1.34609134824735
wt	xbp	O35593	Psmd14	0.16571309050782992	0.04624653968520936	0.549577821130668	0.3446795960093105	1.3349207570187827
wt	xbp	P21279	Gnaq	-0.14873492080233133	0.04686997915598168	0.549577821130668	0.3446795960093105	-1.3291052396192
wt	xbp	O88952	Lin7c	0.1907990773901046	0.04764380191770198	0.549577821130668	0.3446795960093105	1.32199358963265
wt	xbp	Q9JI90	Rnf14	0.11945556157250081	0.04806457008099725	0.549577821130668	0.3446795960093105	1.3181749379308219
wt	xbp	P59764	Dock4	-0.1692263828791767	0.04813571106140972	0.549577821130668	0.3446795960093105	-1.3175326083971548
wt	xbp	Q80UJ7	Rab3gap1	0.11584130134082121	0.04842381887518655	0.549577821130668	0.3446795960093105	1.3149409635307872
wt	xbp	Q9Z0P5	Twf2	-0.17705756033204942	0.048427823744308575	0.549577821130668	0.3446795960093105	-1.3149050468955212
wt	xbp	P08003	Pdia4	-0.14388071808936786	0.04845867899081735	0.549577821130668	0.3446795960093105	-1.314628429134094
wt	xbp	Q8BGZ1	Hpcal4	-0.17732031979221766	0.048495232062591154	0.549577821130668	0.3446795960093105	-1.3143009581131182
wt	xbp	P97429	Anxa4	-0.13561035293051288	0.04872447190779287	0.549577821130668	0.3446795960093105	-1.3122528592144325
wt	xbp	Q8BLK3	Lsamp	-0.13711516819577682	0.048839649932966925	0.549577821130668	0.3446795960093105	-1.311227457600325
wt	xbp	Q8CHG7	Rapgef2	-0.11842650054657798	0.04895052650804383	0.549577821130668	0.3446795960093105	-1.3102426325981593
wt	xbp	Q68EF6	Begain	-0.18080499992753188	0.04896540470968632	0.549577821130668	0.3446795960093105	-1.3101106516050083
wt	xbp	P63328	Ppp3ca	-0.2822006913200713	0.04907576207449812	0.549577821130668	0.3446795960093105	-1.3091329477202207
wt	xbp	P68368	Tuba4a	-0.1432209209889078	0.04911833446651494	0.549577821130668	0.3446795960093105	-1.3087563679309244
wt	xbp	P63137	Gabrb2	0.14754079227299582	0.04916707230516226	0.549577821130668	0.3446795960093105	1.3083256513715773
wt	xbp	Q9Z275	Rlbp1	0.14947747807171669	0.049323988343008426	0.549577821130668	0.3446795960093105	1.3069418135578734
wt	xbp	Q501J6	Ddx17	0.3401282719427847	0.04937590643569405	0.549577821130668	0.3446795960093105	1.306484918577499
wt	xbp	Q8VE97	Srsf4	0.3949783899509466	0.04955547464723576	0.549577821130668	0.3446795960093105	1.3049083597912852
wt	xbp	Q8C1B7	Septin11	-0.1164015366791899	0.049799932011840464	0.549577821130668	0.3446795960093105	-1.3027712501499749
wt	xbp	Q920P5	Ak5	-0.1873765577487317	0.05052558682716542	0.5536314301274509	0.3472219044098138	-1.2964886336895558
wt	xbp	Q99PU5	Acsbg1	0.178622405539403	0.0519576415169233	0.5544873200283653	0.34775869423999417	1.2843505708290464
wt	xbp	Q9QY76	Vapb	0.13993882000174868	0.0520256111136505	0.5544873200283653	0.34775869423999417	1.2837828096895703
wt	xbp	Q8BKC5	Ipo5	0.12432231192028209	0.05203281148565388	0.5544873200283653	0.34775869423999417	1.2837227072633448
wt	xbp	Q9Z2W0	Dnpep	0.21888774275186282	0.05223373421492375	0.5544873200283653	0.34775869423999417	1.2820489251305645
wt	xbp	Q9Z1L5	Cacna2d3	-0.24257018497955346	0.05239815451400734	0.5544873200283653	0.34775869423999417	-1.2806840087891205
wt	xbp	P11679	Krt8	-0.8181767744539947	0.05410086153288285	0.5585730269260021	0.3503211335320177	-1.266795818886077
wt	xbp	Q99JY9	Actr3	-0.14733384757548768	0.05531829942702372	0.5585730269260021	0.3503211335320177	-1.2571311792643114
wt	xbp	P14231	Atp1b2	0.1603406044538772	0.055501381830168554	0.5585730269260021	0.3503211335320177	1.2556962040170283
wt	xbp	P35803	Gpm6b	-0.20744528433336978	0.05576855459078194	0.5585730269260021	0.3503211335320177	-1.253610611405556
wt	xbp	Q6PA06	Atl2	0.17193266055607676	0.05599643285972933	0.5585730269260021	0.3503211335320177	1.2518396379702046
wt	xbp	Q9D8N0	Eef1g	0.12196195957247757	0.05625959304810681	0.5585730269260021	0.3503211335320177	1.2498034136141314
wt	xbp	Q8R361	Rab11fip5	0.14129823095142727	0.056332046047861614	0.5585730269260021	0.3503211335320177	1.2492444743787352
wt	xbp	P46664	Adss	-0.18099822632921658	0.056376538223962984	0.5585730269260021	0.3503211335320177	-1.2489015953035127
wt	xbp	Q9DC51	Gnai3	0.15088329128778394	0.05657097433479612	0.5585730269260021	0.3503211335320177	1.2474063412422411
wt	xbp	B0V2N1	Ptprs	-0.15031331017005994	0.057353603460953945	0.5585730269260021	0.3503211335320177	-1.2414392906825984
wt	xbp	P48453	Ppp3cb	-0.1691326230863806	0.057385430461717235	0.5585730269260021	0.3503211335320177	-1.2411983562649205
wt	xbp	P59999	Arpc4	-0.19728070896333919	0.057425230024040166	0.5585730269260021	0.3503211335320177	-1.240897256507838
wt	xbp	Q8BJ71	Nup93	0.34357078964194626	0.05844194316293036	0.5585730269260021	0.3503211335320177	1.2332753524415696
wt	xbp	Q80WJ7	Mtdh	0.31210781912531643	0.05890365597924407	0.5585730269260021	0.3503211335320177	1.2298577489762865
wt	xbp	Q99KE1	Me2	0.12750390796537547	0.05892878458072601	0.5585730269260021	0.3503211335320177	1.2296725162326527
wt	xbp	Q9QZD9	Eif3i	0.11946552820041458	0.05909117572191374	0.5585730269260021	0.3503211335320177	1.2284773688888455
wt	xbp	O54983	Crym	-0.25246552914258824	0.05921010971578931	0.5585730269260021	0.3503211335320177	-1.2276041341735693
wt	xbp	P28652	Camk2b	-0.12840487358856578	0.05998493774754903	0.5585730269260021	0.3503211335320177	-1.2219577875219745
wt	xbp	Q8CDN6	Txnl1	-0.16703053545930222	0.06038084726810185	0.5585730269260021	0.3503211335320177	-1.2191007972208432
wt	xbp	Q7TNG5	Eml2	0.3697194353685347	0.06053673756542336	0.5585730269260021	0.3503211335320177	1.2179809876660668
wt	xbp	P23492	Pnp	-0.19140793357343713	0.06133005374352322	0.5585730269260021	0.3503211335320177	-1.2123266547401061
wt	xbp	Q9R0Q6	Arpc1a	-0.20118053837911892	0.06170252189512984	0.5585730269260021	0.3503211335320177	-1.209697085192752
wt	xbp	Q9Z1N5	Ddx39b	0.18182911188112288	0.06173278816249743	0.5585730269260021	0.3503211335320177	1.2094841076717682
wt	xbp	Q920M7	Syt17	-0.21476664371398124	0.0621570740163852	0.5585730269260021	0.3503211335320177	-1.2065094377149763
wt	xbp	O35678	Mgll	-0.19685330932723788	0.062302892999404016	0.5585730269260021	0.3503211335320177	-1.2054917866553339
wt	xbp	Q9Z1F9	Uba2	0.2981712267804431	0.06258383845358875	0.5585730269260021	0.3503211335320177	1.2035378037962499
wt	xbp	Q8JZP2	Syn3	0.16284294072098487	0.06364354178137488	0.5585730269260021	0.3503211335320177	1.196245659740314
wt	xbp	Q9CYG7	Tomm34	-0.12487078726454906	0.06369035354149515	0.5585730269260021	0.3503211335320177	-1.1959263403639178
wt	xbp	P51830	Adcy9	-0.13452159779314654	0.06475929244475874	0.5585730269260021	0.3503211335320177	-1.1886979049621416
wt	xbp	P23819	Gria2	-0.17725580576098438	0.06539633265644271	0.5585730269260021	0.3503211335320177	-1.1844466056776874
wt	xbp	Q8CCT4	Tceal5	0.2072600758843613	0.06550411954261863	0.5585730269260021	0.3503211335320177	1.1837313864453447
wt	xbp	Q64331	Myo6	0.3995139797094895	0.0657145068963539	0.5585730269260021	0.3503211335320177	1.1823387465806603
wt	xbp	O55100	Syngr1	-0.11060062700083748	0.06575235072524052	0.5585730269260021	0.3503211335320177	-1.182088716013096
wt	xbp	Q9DBT5	Ampd2	0.3125029314616008	0.06579360391608846	0.5585730269260021	0.3503211335320177	1.181816323999486
wt	xbp	P16054	Prkce	-0.15123019251829672	0.06594650632395332	0.5585730269260021	0.3503211335320177	-1.1808082073112296
wt	xbp	Q68ED7	Crtc1	-0.1900570178682723	0.0670171046312879	0.5585730269260021	0.3503211335320177	-1.1738143391061975
wt	xbp	Q9JM76	Arpc3	-0.1921662220454789	0.06704365785147665	0.5585730269260021	0.3503211335320177	-1.1736422989515396
wt	xbp	P13595	Ncam1	0.22080320034056167	0.06710470547506756	0.5585730269260021	0.3503211335320177	1.1732470254315117
wt	xbp	Q9QYC0	Add1	-0.09727024041519274	0.0672778147049282	0.5585730269260021	0.3503211335320177	-1.1721281235865473
wt	xbp	P29758	Oat	0.108310214621437	0.06749463401571679	0.5585730269260021	0.3503211335320177	1.1707307532430282
wt	xbp	Q8BKX1	Baiap2	-0.11731175242970758	0.06760722073473294	0.5585730269260021	0.3503211335320177	-1.1700069171089726
wt	xbp	Q8K0S0	Phyhip	-0.21031370532944926	0.06927498041476589	0.5586286525082446	0.35035602031688773	-1.1594235883282684
wt	xbp	Q7TNC4	Luc7l2	0.26902121132291223	0.06946888004352032	0.5586286525082446	0.35035602031688773	1.1582097026347824
wt	xbp	Q8K0U4	Hspa12a	-0.16519053813032336	0.06988213143708485	0.5586286525082446	0.35035602031688773	-1.1556338573060552
wt	xbp	Q9D7B6	Acad8	-0.1588676707867539	0.06991796690533295	0.5586286525082446	0.35035602031688773	-1.1554112087293809
wt	xbp	O35286	Dhx15	0.29934880043948714	0.06992980998789243	0.5586286525082446	0.35035602031688773	1.1553376518158445
wt	xbp	O55033	Nck2	-0.18608621105005851	0.07007671044774252	0.5586286525082446	0.35035602031688773	-1.1544262930831894
wt	xbp	Q3UHJ0	Aak1	-0.11340468412464795	0.07031149849949105	0.5586286525082446	0.35035602031688773	-1.1529736461533227
wt	xbp	Q3UVX5	Grm5	-0.16218395208315217	0.07050652895735125	0.5586286525082446	0.35035602031688773	-1.1517706651524038
wt	xbp	Q80WG5	Lrrc8a	0.13417423080904017	0.07114761798694004	0.5608319887235835	0.3517378901947756	1.1478396354594573
wt	xbp	O89053	Coro1a	-0.18424834038683294	0.07169117688237188	0.5622480623515967	0.35262601134387667	-1.1445342901771567
wt	xbp	P62281	Rps11	0.3049477446872702	0.07302652807820582	0.5679962001985409	0.35623108009795124	1.1365193466585637
wt	xbp	P60229	Eif3e	-0.13939584909425976	0.0731593811258962	0.5679962001985409	0.35623108009795124	-1.1357299769892932
wt	xbp	Q8VHH5	Agap3	-0.11509630562407366	0.07361226259599497	0.5686547285540612	0.35664409037386524	-1.1330498332960226
wt	xbp	O35382	Exoc4	-0.13800300999041595	0.0742377475085459	0.568746983691135	0.35670195017488654	-1.1293752137753157
wt	xbp	Q9CTY5	Micu3	-0.12207781014933243	0.07436044705864676	0.568746983691135	0.35670195017488654	-1.1286580078926116
wt	xbp	Q8BL65	Ablim2	-0.1969679959488106	0.0750291019539959	0.5708920154957221	0.3580472531827685	-1.1247702517206757
wt	xbp	P10854	Hist1h2bm	0.6702376620011385	0.07615881063517783	0.5708920154957221	0.3580472531827685	1.1182798469057846
wt	xbp	Q91VI7	Rnh1	0.1063186262406578	0.07620406223565272	0.5708920154957221	0.3580472531827685	1.118021876960862
wt	xbp	Q7TQD2	Tppp	-0.20716011186182823	0.07635026633754717	0.5708920154957221	0.3580472531827685	-1.1171894436275298
wt	xbp	P07759	Serpina3k	0.3758305505213942	0.07683386823547149	0.5708920154957221	0.3580472531827685	1.114447301511501
wt	xbp	Q812A2	Srgap3	-0.11022220541594085	0.07685795418971535	0.5708920154957221	0.3580472531827685	-1.114311179798061
wt	xbp	P43006	Slc1a2	-0.13332342386287638	0.0773793986421712	0.5709733975513998	0.35809829369604035	-1.1113746497427337
wt	xbp	P70175	Dlg3	-0.145518071837036	0.07771428959748224	0.5709733975513998	0.35809829369604035	-1.1094991186154235
wt	xbp	Q9DC07	Nebl	-0.17652093697492394	0.07819323493582893	0.5709733975513998	0.35809829369604035	-1.106830819281977
wt	xbp	Q6P5E8	Dgkq	-0.1306324217237615	0.07838662891406853	0.5709733975513998	0.35809829369604035	-1.105758012367642
wt	xbp	P40124	Cap1	-0.11056485623227835	0.07873551698060555	0.5709733975513998	0.35809829369604035	-1.1038293165715916
wt	xbp	P84075	Hpca	-0.2194491035656313	0.07935069454796578	0.5709733975513998	0.35809829369604035	-1.1004492675603132
wt	xbp	P63011	Rab3a	-0.107609941572631	0.07971354545892591	0.5709733975513998	0.35809829369604035	-1.0984678741092495
wt	xbp	Q9JLI8	Sart3	0.11393841976552159	0.0798254070363122	0.5709733975513998	0.35809829369604035	1.097858858279609
wt	xbp	Q6PDQ2	Chd4	0.19978272548629833	0.0803866707807262	0.5723382781392718	0.3589543080247496	1.094815957299859
wt	xbp	P12815	Pdcd6	0.13726711320178564	0.08133203591916897	0.5757176466954274	0.36107375197593716	1.0897383562207668
wt	xbp	Q3U0V1	Khsrp	0.22020679077321262	0.08160657904614795	0.5757176466954274	0.36107375197593716	1.088274827419411
wt	xbp	Q8CHU3	Epn2	-0.10908206077896401	0.0826859154393977	0.5783004693427196	0.36269362496280716	-1.0825684610385784
wt	xbp	P10637	Mapt	-0.13991332499912637	0.08293034387941313	0.5783004693427196	0.36269362496280716	-1.081286533766094
wt	xbp	Q8K3H0	Appl1	0.24617404210715346	0.08321045203305959	0.5783004693427196	0.36269362496280716	1.0798221187190942
wt	xbp	P57722	Pcbp3	0.5090862346177737	0.08346990593102037	0.5783004693427196	0.36269362496280716	1.0784700759400154
wt	xbp	Q8C5H8	Nadk2	-0.17356343817327252	0.084168829619598165	0.5799850276840371	0.3637501320964919	-1.074848711713066
wt	xbp	Q60625	Icam5	-0.12085604314631371	0.08446383898311222	0.5799850276840371	0.3637501320964919	-1.0733291832557483
wt	xbp	Q8BPM0	Daam1	-0.14932886953065985	0.08500171117699455	0.581095768886976	0.36444675742302385	-1.0705723313769309
wt	xbp	Q9QWY8	Asap1	0.1089166709219987	0.08563553179240753	0.5821126837144677	0.36508453751246517	1.067346000982057
wt	xbp	O35136	Ncam2	0.19576636980658774	0.08590400769378552	0.5821126837144677	0.36508453751246517	1.0659865744842965
wt	xbp	Q811D0	Dlg1	0.11065003220352015	0.08700535263365165	0.5870011782488724	0.36815046240322186	1.0604540284417154
wt	xbp	Q921M3	Sf3b3	0.18910959556639187	0.08871649238156575	0.59594339447617	0.3737587663742804	1.0519956373891561
wt	xbp	Q60900	Elavl3	0.41326102132190584	0.08932347821992234	0.5974232634189611	0.37468689813239714	1.0490343740207944
wt	xbp	Q9CYT6	Cap2	-0.143171311437321	0.09015329892641777	0.6003743398332563	0.37653772941991015	-1.0450183767693546
wt	xbp	P54823	Ddx6	0.1318751396198606	0.0913919447215298	0.6060109639260237	0.3800728599154501	1.0390920812591444
wt	xbp	Q99JP6	Homer3	-0.10644413554803941	0.09265371268965635	0.6063684545685768	0.38029706789021656	-1.033137173556898
wt	xbp	Q8CHC4	Synj1	-0.10922868357342415	0.0928078481812205	0.6063684545685768	0.38029706789021656	-1.0324152966509819
wt	xbp	P68404	Prkcb	-0.1334947095237854	0.09299745052995714	0.6063684545685768	0.38029706789021656	-1.0315289572089483
wt	xbp	Q9EQF6	Dpysl5	0.16706079284074418	0.09346249276466971	0.6063684545685768	0.38029706789021656	1.0293626399658513
wt	xbp	P23198	Cbx3	0.3498453234850647	0.0938188709777705	0.6063684545685768	0.38029706789021656	1.0277097976846878
wt	xbp	P35438	Grin1	-0.17950390662255247	0.09479917403513637	0.6063684545685768	0.38029706789021656	-1.0231954465600899
wt	xbp	Q9R1T2	Sae1	0.1499921577009513	0.09554930433464699	0.6063684545685768	0.38029706789021656	1.0197724705631692
wt	xbp	P63213	Gng2	-0.3451522394381412	0.09563429860874416	0.6063684545685768	0.38029706789021656	-1.0193863229427949
wt	xbp	Q9WV92	Epb41l3	0.09433844163918825	0.09639923101335116	0.6063684545685768	0.38029706789021656	1.0159264304954088
wt	xbp	Q9D9V3	Echdc1	0.10349739426236143	0.09655352733057003	0.6063684545685768	0.38029706789021656	1.015231855781841
wt	xbp	O55106	Strn	-0.10553567889848924	0.09730304394026948	0.6063684545685768	0.38029706789021656	-1.011873573444038
wt	xbp	P17427	Ap2a2	-0.08487496457482067	0.09741618216936901	0.6063684545685768	0.38029706789021656	-1.0113688948347268
